"","Sec63","Dlg1","Unc5b","Itpr1","Ddr2","Lifr","Lrp6","Ryk","M6pr","Scarb2","Antxr1","Fzd7","F2r","Agtr1a","Ednra","P2ry14","Adora1","S1pr3","Itgb1","Itga8","Itgav","Itgb5","Itga1","Dag1","Itga7","Itga9","Ptch1","Cd151","Fat1","Cd47","Igf2r","Notch1","Notch2","Notch3","Bmpr1a","Acvr2a","Bmpr2","Glg1","Gpc4","Lrp1","Vldlr","Sdc3","Sdc2","Sdc4","Nrp1","Nrp2","Axl","Pdgfrb","Vtn","Tgfbr2","Tgfbr3","Il6st","Osmr","Ghr","Lepr","Calm1","Prnp","Atp5b","Pkd2","Tnfrsf19","Tnfrsf12a","Sorcs2","Pkd1","Jmjd6","Grin2a","Adgrl3","Clstn1","Ltbr","Tnfrsf1a","Mylk","Rpsa","Cul5","Rrbp1","Anxa6","Igf1r","Nptn","Ptprk","Ptprs","Ptpra","Rack1"
"Tgfb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206282774030582,0.311062360652638,0.398951336367493,0.294914296360057,0,0,0,0,0,0,0,0,0,0,0,0,0.501397932791088,0,0,0,0,0,0,0,0.41419151066023,0,0,0,0,0,0.410189821354475,0.766590481304378,0.0488740954378469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tgfb3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206282774030582,0,0.261823137210641,0.208004759611892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303450384357818,0,0,0,0,0,0.556736512164169,0.0488740954378469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vcam1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471078651730058,0,0,0,0,0,0,0.497441251210475,0,0,0,0,0.172377264120606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995665826262429,0,0,0,0,0,0,0,0,0
"Adam12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960889624155033,0,0,0,0,0,0,0.138883761267944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246717169249588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960889624155033,0,0,0,0,0,0,0.138883761267944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Itgb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242793729773577,0.0195302857364874,0,0.0191046837392178,0.254889308469711,0.325603626077576,0.129840183075448,0.115631332489491,0.031902423637437,0.141791862744207,0.37047288854909,0.114002546814698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123843448479777,0.101146836380871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346889627892154,0,0,0,0,0.277758086884465
"Spp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923475211196466,0.311062360652638,0.14132723075033,0.210629161615286,0,0,0,0.133476007591878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tnc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240961163066389,0.300559972456547,0.241769923321387,0,0,0,0.281468390796823,0.403611024860497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275715556681802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193718678148794,0,0.250118959648434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400739617905946,0,0,0,0,0,0,0,0,0,0,0,0,0
"Col1a1",0,0,0,0,0.0373982870766781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501195220221716,0,0.240972063677946,0,0.146469335307509,0,0,0.174851930282656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lamb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124822975832743,0,0.250218026267722,0,0.244765300528363,0.419159861160115,0.428658668425428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181684131596002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
